director,cast,year,movie_name,rating
,"Emily Wilding Davison,Eva Hart,Donald Hodge,Max Kleinman,Stanislava Kraskovskaya,Queen Victoria,Dorah Ramothibe,Theodore Roosevelt",,People's Century: 1900-1999,8.7
Kevin Yagher,"Bruce Ramsay,Valentina Vargas,Doug Bradley,Charlotte Chatton,Adam Scott,Kim Myers,Mickey Cottrell,Louis Turenne,Courtland Mead,Louis Mustillo,Jody St. Michael,Paul Perri,Pat Skipper,Christine Harnos,Wren T. Brown",1996,Hellraiser: Bloodline,5
Matt Reeves,"David Schwimmer,Gwyneth Paltrow,Michael Rapaport,Toni Collette,Carol Kane,Michael Vartan,Bitty Schram,Jean De Baer,Elizabeth Franz,Mark Margolis,Barbara Hershey,Edoardo Ballerini,Matthew Faber,Robin Morse,Tony Machine",1996,The Pallbearer,4.9
David R. Ellis,"Michael J. Fox,Sally Field,Ralph Waite,Al Michaels,Tommy Lasorda,Bob Uecker,Tress MacNeille,Jon Polito,Adam Goldberg,Sinbad,Carla Gugino,Tisha Campbell-Martin,Stephen Tobolowsky,Ross Malinger,Michael Bell",1996,Homeward Bound II: Lost in San Francisco,5.9
Franco Zeffirelli,"Anna Paquin,Nic Knight,Nicola Howard,Sasha Graff,Fiona Shaw,John Wood,Geraldine Chaplin,Amanda Root,Leanne Rowe,Charlotte Gainsbourg,Richard Warwick,Judith Parker,Joan Plowright,Josphine Serre,Billie Whitelaw",1996,Jane Eyre,6.8
Wolfgang Reitherman,"Phil Harris,Eva Gabor,Sterling Holloway,Scatman Crothers,Paul Winchell,Lord Tim Hudson,Vito Scotti,Thurl Ravenscroft,Dean Clark,Liz English,Gary Dubin,Nancy Kulp,Pat Buttram,George Lindsey,Monica Evans",1970,The AristoCats,7.1
Pedro Almodvar,"Marisa Paredes,Juan Echanove,Carme Elias,Rossy de Palma,Chus Lampreave,Kiti Mnver,Joaqun Corts,Manuela Vargas,Imanol Arias,Gloria Muoz,Juan Jos Otegui,Nancho Novo,Jordi Moll,Alicia Agut,Marisol Muriel",1995,The Flower of My Secret,7.1
Fernando Trueba,"Antonio Banderas,Melanie Griffith,Daryl Hannah,Danny Aiello,Joan Cusack,Eli Wallach,Gabino Diego,Austin Pendleton,Allan Rich,Vincent Schiavelli,Phil Leeds,Sid Raymond,Louis Seeger Crume,Jeff Moldovan,Joe Hess",1996,Two Much,5.3
Werner Herzog,"Vittorio Mezzogiorno,Stefan Glowacz,Mathilda May,Al Waxman,Gunilla Karlzen,Chavela Vargas,Georg Marischka,Volker Prechtel,Hans Kammerlander,Lautaro Mura,Brad Dourif,Donald Sutherland,Amelie Fried,Werner Herzog,Wolfgang Mller",1991,Scream of Stone,6.4
Frid Boughedir,"Selim Boughedir,Mustapha Adouani,Rabia Ben Abdallah,Mohammed Driss,Hlne Catzaras,Fatima Ben Sadane,Abdelhamid Gayess,Jamel Sassi,Radhouane Meddeb,Carolyn Chelby,Zahira Ben Ammar,Fethi Haddaoui,Aissa Harrath,Taoufik Chabchoub,Slah M'Sadek",1990,Halfaouine: Boy of the Terraces,6.9
Vern Oakley,"Lisa Eichhorn,Stanley Tucci,Caroline Aaron,Mary Jo Salerno,Robert Joy,Wesley Addy,Robert LuPone,Cynthia Martells,J. Smith-Cameron,Vincent Young,Tammy Grimes,Len Stanger,Jon Huberth,Jim Lavin,Claywood Sempliner",1995,A Modern Affair,5.8
"Lars Bergstrm,Mats Bigert",,2005,The Last Supper: The Life of the Deathrow Chef,7.4
Martin Lawrence,"Martin Lawrence,Lynn Whitfield,Regina King,Bobby Brown,Della Reese,Malinda Williams,Daryl Mitchell,Roger E. Mosley,Simbi Khali,Tangie Ambrose,Wendy Raquel Robinson,Stacii Jae Johnson,Miguel A. Nez Jr.,Faizon Love,Michael Bell",1996,A Thin Line Between Love and Hate,5.6
Gregory Hoblit,"Richard Gere,Laura Linney,John Mahoney,Alfre Woodard,Frances McDormand,Edward Norton,Terry O'Quinn,Andre Braugher,Steven Bauer,Joe Spano,Tony Plana,Stanley Anderson,Maura Tierney,Jon Seda,Reg Rogers",1996,Primal Fear,7.7
Mika Kaurismki,"James Russo,Cynda Williams,Paul Calderon,Victor Argo,Jonathan Shaw,Verrone Romeoletti,Cedric Turner,Matthew Styles,Richard Boes,Andre Degas,John Ashton,Ana Ortiz,Amanda Foster,Donna Ryan,Monique Cintron",1995,Condition Red,5
"Larry Leker,Paul Sabella","Bebe Neuwirth,Ernest Borgnine,Charlie Sheen,Hamilton Camp,Steve Mackall,Dan Castellaneta,Dom DeLuise,Tony Jay,Jim Cummings,Wallace Shawn,Sheena Easton,George Hearn,Adam Wylie,Kevin Michael Richardson,Pat Corley",1996,All Dogs Go to Heaven 2,5.4
Ken Loach,"Ian Hart,Rosana Pastor,Icar Bollan,Tom Gilroy,Marc Martnez,Frdric Pierrot,Andrs Aladren,Sergi Calleja,Raffaele Cantatore,Pascal Demolon,Paul Laverty,Josep Magem,Eoin McCarthy,Jrgen Mller,Vctor Roca",1995,Land and Freedom,7.6
Bruno Barreto,"Dennis Hopper,Amy Irving,Amy Locane,Julie Harris,Gary Busey,Hal Holbrook,Christopher Pettiet,Priscilla Pointer,Gail Cronauer,Alissa Alban,E.J. Morris,Joe Stevens,Connie Cooper,Eleese Lester,Doug Jackson",1996,Carried Away,6.4
Hal Salwen,"Tim Daly,Caroleen Feeney,Dan Gunther,Dana Wheeler-Nicholson,Liev Schreiber,Aida Turturro,Alanna Ubach,Sylvia Miles,Jean-Claude La Marre,Mark Blum,Hal Salwen",1995,Denise Calls Up,6.8
Jonathan Lynn,"Steve Martin,Dan Aykroyd,Phil Hartman,Glenne Headly,Daryl Mitchell,Max Casella,Eric Edwards,Dan Ferro,John Marshall Jones,Brian Leckner,John Ortiz,Pamela Adlon,Mitchell Whitfield,Austin Pendleton,Chris Rock",1996,Sgt. Bilko,5.7
Todd Verow,"Michael Gunther,Craig Chester,Michael Stock,Raoul O'Connell,Jaie Laplante,Parker Posey,James Lyons,Alexis Arquette,Michael Waite,Alyssa Wendt,Mark Ewert,Dustin Schell,Michael Wilson,Paul B. Riley,Donald Mosner",1995,Frisk,5
Richard Pearce,"Robert Duvall,James Earl Jones,Michael Beach,Irma P. Hall,Grace Zabriskie,Regina Taylor,Mary Jackson,Paula Marshall,James N. Harrell,Lauren Leigh Phillips,Ashleigh Jordan,David Keith,Sandra Quarterman,Patrice Pitman Quinn,Don James",1996,A Family Thing,6.9
Jeremiah S. Chechik,"Sharon Stone,Isabelle Adjani,Chazz Palminteri,Kathy Bates,Spalding Gray,Shirley Knight,Allen Garfield,Adam Hann-Byrd,Donal Logue,Diana Bellamy,Clea Lewis,J.J. Abrams,O'Neal Compton,Bingo O'Malley,Stephen Liska",1996,Diabolique,5.3
Jonathan R. Betuel,"Whoopi Goldberg,Armin Mueller-Stahl,Juliet Landau,Bud Cort,Stephen McHattie,George Newbern,Carol Kane,Richard Roundtree,Jack Riley,Peter Mackenzie,Joe Dallesandro,Tony T. Johnson,Susie Coelho,Peter Kwong,Edith Diaz",1995,Theodore Rex,2.4
Spike Lee,"Theresa Randle,Isaiah Washington,Spike Lee,Jenifer Lewis,Debi Mazar,Peter Berg,Michael Imperioli,Dina Pearlman,Maggie Rush,Desi Moreno,Kristen Wilson,K Funk,Debra Wilson,Naomi Campbell,Gretchen Mol",1996,Girl 6,5
Herv Palud,"Thierry Lhermitte,Patrick Timsit,Ludwig Briand,Miou-Miou,Arielle Dombasle,Tolsty,Sonia Vollereaux,Jackie Berroyer,Marc de Jonge,Louba Guertchikoff,Philippe Bruneau,Dominique Besnehard,Cheik Doukour,Marie-Charlotte Leclaire,Olga Jirouskova",1994,"Little Indian, Big City",5.5
Tim Sullivan,"Richard E. Grant,Samantha Mathis,Judi Dench,Eileen Atkins,Cherie Lunghi,Imogen Stubbs,David Swift,Kate Hardie,Laurent Grvill,Ian McKellen,Bianca Lee,Sophia Lee,Sophia Sullivan,Niven Boyd,Tracy Thorne",1995,Jack & Sarah,6.6
Martin Enlen,"Anica Dobra,Felicitas Grimm-Luck,Martin Umbach,Ernst Jacobi,Tina Hamperl,Irene Hagensby,Rosa Greve,Birgit Tht Jensen,Julia Burger,Ingeborg Nees,Gerhard Nrr,Jan Jensen,Tom Schmidt",1995,Roula,6.6
Carlo Rola,"Ulrich Mhe,Iris Berben,Marita Marschall,Rufus Beck,Rdiger Vogler,Sonja Kirchberger,Traugott Buhre,Dieter Okras,Hans-Michael Rehberg,Ralf Richter,Thomas Bestvater,Valeska Rautenberg,Heinz Schenk,Ingeborg Lapsien,Nele Mueller-Stfen",1996,Peanuts - Die Bank zahlt alles,6
Ed Herzog,"Erik Goertz,Anton Rattinger,Dieter Wardetzky,Isabel Trimborn,Ralf Richter,Ellen Umlauf,Jrg Friedrich,Hans Martin Stier,Martin Quilitz,Mario Mentrup,Thomas Nicolai,Helmut Hoffmann,Sophie Rois,Lothar Lambert,Nilgn Gautier",1996,Happy Weekend,5.4
Edward Zwick,"Denzel Washington,Meg Ryan,Lou Diamond Phillips,Michael Moriarty,Matt Damon,Bronson Pinchot,Seth Gilliam,Regina Taylor,Zeljko Ivanek,Scott Glenn,Tim Guinee,Tim Ransom,Sean Astin,Armand Darrius,Mark Adair-Rios",1996,Courage Under Fire,6.6
Brian De Palma,"Tom Cruise,Jon Voight,Emmanuelle Bart,Henry Czerny,Jean Reno,Ving Rhames,Kristin Scott Thomas,Vanessa Redgrave,Ingeborga Dapkunaite,Valentina Yakunina,Marek Vasut,Nathan Osgood,John McLaughlin,Rolf Saxon,Karel Dobr",1996,Mission: Impossible,7.1
Pen Densham,"Robin Wright,Morgan Freeman,Stockard Channing,John Lynch,Brenda Fricker,Geraldine James,Aisling Corcoran,Jim Sheridan,Jeremy Brett,Britta Smith,Cathy Murphy,Emma McIvor,Maria Doyle Kennedy,Ger Ryan,Harry Towb",1996,Moll Flanders,6.5
Rob Cohen,"Dennis Quaid,David Thewlis,Pete Postlethwaite,Dina Meyer,Jason Isaacs,Brian Thompson,Lee Oakes,Wolf Christian,Terry O'Neill,Eva Vejmelkov,Milan Bahl,Peter Hric,Sandra Kovacicova,Kyle Cohen,Thom Baker",1996,DragonHeart,6.4
Cheol-su Park,"Eun-jin Pang,Sin-hye Hwang,Chu-Ryun Kim",1995,301/302,6.6
Snke Wortmann,"Esther Schweins,Til Schweiger,Maren Kroymann,Richy Mller,Heiner Lauterbach,Liselotte Pulver,Joachim Krl,Thomas Heinze,Veronica Ferres,Jonathan Beck,Marco Bretscher-Coschignano,Arabella Kiesbauer,Burghart Klauner,Anya Hoffmann,Pierre Sanoussi-Bliss",1996,Das Superweib,4.2
Joseph Vilsmaier,"Peter Ketnath,Nina Hoss,Steffen Schroeder,Patrick Hinz,Andreas Nickl,Monika Bujinski,Susanna Wellenbrink,Judith Tobschall,Thomas Anzenhofer,Tina Engel,Monika Manz,Monika Baumgartner,Heide Simon,Burghart Klauner,Barbara Weinzierl",1996,And Nobody Weeps for Me,5.3
Steve Rash,"Whoopi Goldberg,Frank Langella,Dennis Farina,Richard Jenkins,Lisa Ann Walter,John Benjamin Hickey,Troy Byer,John Salley,Rick Fox,Malik Sealy,Mark Jackson,Dwayne Schintzius,Greg Ostertag,Vernel Singleton,Marv Albert",1996,Eddie,5.1
Richard Wherrett,"Max Cullen,Kris McQuade,Tina Bursill,Drew Forsythe,Genevive Lemon,Richard Roxburgh,Rachael Coopes,Arianthe Galani,Garry Scale,Dylan Walters,Laurence Clifford,Maggie Kirkpatrick,Sacha Horler,Jade Gatt,Maryanne Puntoriero",1995,Billy's Holiday,4.7
Ren Clment,"Alain Delon,Maurice Ronet,Marie Lafort,Erno Crisa,Frank Latimore,Billy Kearns,Ave Ninchi,Viviane Chantel,Nerio Bernardi,Barbel Fanger,Lily Romanelli,Nicolas Petrov,Elvire Popesco",1960,Purple Noon,7.8
Kelly Makin,"Dave Foley,Bruce McCulloch,Kevin McDonald,Mark McKinney,Scott Thompson,Kathryn Greenwood,Amy Smith,Lachlan Murdoch,Nicole de Boer,Krista Bridges,Christopher Redman,Erica Fairfield,Jackie Harris,Jonathan Wilson,Tony Ning",1996,Kids in the Hall: Brain Candy,6.8
Henry Selick,"Simon Callow,Richard Dreyfuss,Jane Leeves,Joanna Lumley,Miriam Margolyes,Pete Postlethwaite,Susan Sarandon,Paul Terry,David Thewlis,J. Stephen Coyle,Steven Culp,Cirocco Dunlap,Michael Girardin,Tony Haney,Kathryn Howell",1996,James and the Giant Peach,6.7
Ilmar Raag,"Tanel Ingi,Hilje Murel,Andres Mhar,Hele Kre,Tnu Oja,Peeter Tammearu,Andres Noormets,Hendrik Toompere Jr.,Gert Raudsep,Tiina Mlberg,Rain Simmul,Tiit Palu,Hans Kaldoja,Aksel Lemberg,Elektra",2005,Aug-91,7.6
Paul Mazursky,"Cher,Chazz Palminteri,Ryan O'Neal,Paul Mazursky,Amber Smith,Elisa Leonetti,Mark Nassar,Stephen Spinella,Jeffrey Wright,David Marino,Steven Randazzo,Olinda Turturro,Max Norat,Allison Janney,Chris O'Neill",1996,Faithful,5.9
Alan Mehrez,"Daniel Bernhardt,Pat Morita,Donald Gibb,James Hong,Lori Lynn Dickerson,Philip Tan,Ong Soo Han,Nicholas Hill,Ron Hall,Master Hee Il Cho,Lisa McCullough,Chuay,Steve Martinez,Jeff Wolfe,Cliff Bernhardt",1996,Bloodsport 2,4.8
Satyajit Ray,"Soumitra Chatterjee,Sharmila Tagore,Alok Chakravarty,Swapan Mukherjee,Tushar Bandyopadhyay,Gupi Banerjee,Panchanan Bhattacharya,Shanti Bhattacherjee,Jiten Bhons,Abhijit Chatterjee,Jogesh Chatterjee,Asha Devi,Belarani Devi,Sefalika Devi,Biren Ghosh",1959,The World of Apu,8.2
Satyajit Ray,"Kamala Adhikari,Lalchand Banerjee,Kali Bannerjee,Kanu Bannerjee,Karuna Bannerjee,Panchanan Bhattacharya,Debabrata Chakraborty,Harendrakumar Chakravarti,Hemanta Chatterjee,Meenakshi Devi,Subodh Ganguli,Smaran Ghosal,Charuprakash Ghosh,Santi Gupta,Ajay Mitra",1956,Aparajito,8.1
Satyajit Ray,"Kanu Bannerjee,Karuna Bannerjee,Chunibala Devi,Uma Das Gupta,Subir Banerjee,Runki Banerjee,Reba Devi,Aparna Devi,Tulsi Chakraborty,Haren Banerjee,Rampada Das,Nibhanani Devi,Rama Gangopadhaya,Roma Ganguli,Binoy Mukherjee",1955,Pather Panchali,8.4
Helen De Michiel,"Mira Sorvino,Rose Gregorio,Matthew Lillard,Frank Pellegrino,Stephen Spinella,Maryann Urbano,Antonia Rey,Melissa Maxwell,Magda Lang,Sean Baldwin,Derek Vontreras,A.J. Lopez,Gaetano Lisco,Carol Dante,Andrew M. Fuchs",1995,Tarantella,5.1
Roger Vadim,"Jane Fonda,John Phillip Law,Anita Pallenberg,Milo O'Shea,Marcel Marceau,Claude Dauphin,Vronique Vendell,Giancarlo Cobelli,Serge Marquand,Nino Musco,Franco Gul,Catherine Chevallier,Marie Therese Chevallier,Umberto Di Grazia,David Hemmings",1968,Barbarella,5.9
Jim Mallon,"Trace Beaulieu,Michael J. Nelson,Jim Mallon,Kevin Murphy,John Brady,Faith Domergue,Lance Fuller,Russell Johnson,Robert Nichols,Regis Parton,Rex Reason",1996,Mystery Science Theater 3000: The Movie,7.5
Joe Pytka,"Michael Jordan,Wayne Knight,Theresa Randle,Manner Washington,Eric Gordon,Penny Bae Bridges,Brandon Hammond,Larry Bird,Bill Murray,Thom Barry,Charles Barkley,Patrick Ewing,Tyrone Bogues,Larry Johnson,Shawn Bradley",1996,Space Jam,6.3
Catherine Cyran,"Tia Carrere,Rigg Kennedy,Lisa Dean Ryan,Tricia Leigh Fisher,Carlos Gmez,Roman Cisneros,Luis Antonio Ramos,Ramn Franco,Geoffrey Rivas,Christina Solis,Oscar Peralta,Romeo Fabian,Frank Aragon,Martha Romo,Mark Adair-Rios",1995,Hostile Intentions,4.1
George Hickenlooper,"Billy Bob Thornton,Molly Ringwald,J.T. Walsh,Jefferson Mays,Suzanne Cryer,Abby Abernathy,Brent Briscoe,Otto Coelho,Abe Dalool,Ron Livingston,Aaron Wheeler,Bill Boll,Chester Dent,Bill Sprague,Joey Bilow",1994,Some Folks Call It a Sling Blade,7.6
Jean-Luc Godard,"Eddie Constantine,Anna Karina,Akim Tamiroff",1965,Alphaville,7.2
Peter Yates,"Albert Finney,Matt Keeslar,Victoria Smurfit,Anthony Brophy,David Kelly,Dearbhla Molloy,Carole Nimmons,Vinnie McCabe,Trevor Clarke,Kevin Murphy,Michael O'Reilly,P.J. Brady,Miche Doherty,Declan Mulholland,Dawn Bradfield",1995,The Run of the Country,6.2
Mika Kaurismki,"Samuel Fuller,Jim Jarmusch",1994,Tigrero: A Film That Was Never Made,6.8
Brett Piper,"Donna Frotscher,Nick Baldasare,Christina Veronica,Charlie Barnett,Ron Jeremy,George Mazzone,Alex Pirnie,Patrick Williams,Susie Owens,Roy A. Peddie,Blake Pickett,Jeremy Steele,Vince Camiti,Doug Darlington,Kathy Donnelly",1996,They Bite,5.2
Bertrand Tavernier,"Philippe Noiret,Isabelle Huppert,Jean-Pierre Marielle,Stphane Audran,Eddy Mitchell,Guy Marchand,Irne Skobline,Michel Beaune,Jean Champion,Victor Garrivier,Grard Hernandez,Abdoulaye Diop,Daniel Langlet,Franois Perrot,Raymond Hermantier",1981,Coup de torchon,7.7
Andy Cadiff,"Tim Allen,Patricia Richardson,Earl Hindman,Jonathan Taylor Thomas,Zachery Ty Bryan,Taran Noah Smith,Richard Karn,Mark L. Taylor,Francesca P. Roberts,Debbe Dunning,Kimberly Cullum,John Voldstad,Andrew Amic-Angelo,Mitch Carter",,It's My Party,7.7
Richard Benjamin,"Shirley MacLaine,Ricki Lake,Brendan Fraser,Miguel Sandoval,Loren Dean,Peter Gerety,Jane Krakowski,Debra Monk,Cathryn de Prume,Kate Hennig,Susan Haskell,Justin Van Lieshout,Alec Thomlison,Jennifer Irwin,Victor A. Young",1996,Mrs. Winterbourne,6.2
Simon Wincer,"Danny Glover,Ray Liotta,Denis Leary,Doug E. Doug,Corin Nemec,Dinh Thien Le,Tchky Karyo,Hoang Ly,Vo Trung Anh,Marshall Bell,James Hong,Long Nguyen,Tim Kelleher,Scott N. Stevens,Kevin LaRosa",1995,Operation Dumbo Drop,4.9
Michael Blakemore,"Sam Neill,Greta Scacchi,John Hargreaves,Kerry Fox,Michael Blakemore,Googie Withers,Patricia Kennedy,Ron Blanchard,Robyn Cruze,Maurie Fields,Bryan Marshall,Tony Barry,Terry Brady,Tom Long,Rob Steele",1994,Country Life,6.9
Zalman King,"Audie England,Costas Mandylor,Eric Da Silva,Raven Snow,Rory Campbell,Emma Louise Moore,Bernard Zette,Marek Vasut,Markta Hrubesov,Daniel Leza,Stephen Halbert,Dale Wyatt,Jir Ded,Valrie Zawadsk,James Donahower",1995,Delta of Venus,4.5
Steven Baigelman,"Keanu Reeves,Cameron Diaz,Vincent D'Onofrio,Delroy Lindo,Dan Aykroyd,Courtney Love,Drew Desmarais,Tuesday Weld,Aaron Michael Metchik,Russell Konstans,David Alan Smith,Bill Schoppert,Steve Ghizoni,Jack Walsh,Buffy Sedlachek",1996,Feeling Minnesota,5.4
Robert Mandel,"Tom Berenger,Raymond Cruz,William Forsythe,Luis Guzmn,Richard Brooks,Ana Azcuy,Diane Venora,Glenn Plummer,Shar-Ron Corley,Vincent Laresca,Maurice Compte,Marc Anthony,Ernie Hudson,Beau Weaver,Cliff De Young",1996,The Substitute,5.9
Michael Winterbottom,"Amanda Plummer,Kathy Jamieson,Saskia Reeves,Des McAleer,Lisa Riley,Freda Dowie,Paula Tilbrook,Fine Time Fontayne,Elizabeth McGrath,Joanne Cook,Shirley Vaughan,Paul Bown,Emily Aston,Ricky Tomlinson,Katy Murphy",1995,Butterfly Kiss,6.4
Barry Caillier,"Patricia Royce,Lorraine Devon Wilke,JD Souther,Wade Madsen,Billy Burke,Bruce P. Young,David Crosby,Mark Jenkins,Susan Drummond,Jeffrey Dean Morgan,Art Kahn,Piper Henry,Mike Williams,Randy Dixon,Mark Dempsey",1991,To Cross the Rubicon,5.4
Patrick Read Johnson,"Perry Anzilotti,Kathy Bates,Robert Curtis Brown,Kevin Connolly,Tony Denman,Yvette Freeman,Salim Grant,Epatha Harris,Steven Hartman,Robin Lynn Heath,Grant Hoover,Evan Kaufman,James Keane,Irvin Kershner,Michael McLeod",1995,Angus,6.7
Stijn Coninx,"Jan Decleir,Grard Desarthe,Antje de Boeck,Michael Pas,Karel Baetens,Julien Schoenaerts,Wim Meuwissen,Brit Alen,Johan Leysen,Idwig Stephane,Linda van Dyck,Jappe Claes,Brenda Bertin,Alex Wilequet,Rik Hanck",1992,Daens,7.7
Stacy Cochran,"Winona Ryder,Lukas Haas,John C. Reilly,James Le Gros,Skeet Ulrich,Matt Malloy,Spencer Vrooman,Charlie Hofheimer,Bill Sage,Marty McDonough,Wiley Wiggins,Vivienne Shub,Russell Young,Christopher Pettiet,Catherine Keener",1996,Boys,4.8
David Breashears,,2007,Remnants of Everest: The 1996 Tragedy,8.5
Michael Lehmann,"Uma Thurman,Janeane Garofalo,Ben Chaplin,Jamie Foxx,James McCaffrey,Richard Coca,Stanley DeSantis,Antoinette Valente,Mitch Rouse,La Tanya M. Fisher,Faryn Einhorn,David Cross,Mary Lynn Rajskub,Bob Odenkirk,Dechen Thurman",1996,The Truth About Cats & Dogs,6.3
Mark Joffe,"Ben Mendelsohn,Barry Otto,Toni Collette,Rachel Griffiths,Aden Young,Colin Friels,Jacki Weaver,Pamela Rabe,Paul Chubb,Colin Hay,David Wenham,Tony Llewellyn-Jones,Kerry Walker,Robin Ramsay,Henry Maas",1996,Cosi,6.8
Lee Tamahori,"Nick Nolte,Melanie Griffith,Chazz Palminteri,Michael Madsen,Chris Penn,Treat Williams,Jennifer Connelly,Daniel Baldwin,Andrew McCarthy,John Malkovich,Kyle Chandler,Ed Lauter,Larry Garrison,Chelsea Harrington,Johnna Johnson",1996,Mulholland Falls,6.2
Steve Gomer,"Rhea Perlman,Fredro Starr,Carol Kane,Terrence Howard,Camille Saviola,De'aundre Bonds,Talent Harris,Anthony C. Hall,Antwon Tanner,Shawn Michael Howard,Guy Torry,Scott Burkholder,John Aprea,John Vargas,Rhonda Stubbins White",1996,Sunset Park,5.9
Carol Reed,"Ron Moody,Shani Wallis,Oliver Reed,Harry Secombe,Mark Lester,Jack Wild,Hugh Griffith,Joseph O'Conor,Peggy Mount,Leonard Rossiter,Hylda Baker,Kenneth Cranham,Megs Jenkins,Sheila White,Wensley Pithey",1968,Oliver!,7.5
Tom DeCerchio,"Damon Wayans,Daniel Stern,Dan Aykroyd,Gail O'Grady,Christopher McDonald,Paul Guilfoyle,Adam Hendershott,Scott Lawrence,Deion Sanders,Bill Walton,Gus Williams,Ted Rooney,Vladimir Cuk,Keith Gibbs,Joe Mingle",1996,Celtic Pride,5.2
Alan Shapiro,"Elijah Wood,Paul Hogan,Jonathan Banks,Robert Deacon,Ann Carey,Mark Casella,Luke Halpin,Bill Kelley,Chelsea Field,Jason Fuchs,Lindsay Treco,Jessica Wesson,Mal Jones,Louis Seeger Crume,Bill Nolan",1996,Flipper,5.2
Angela Pope,"Julia Ormond,Tim Roth,Keith Allen,Siobhan Redmond,Peter Capaldi,Colin Salmon,Richard Hawley,Annette Badland,Jeff Nuttall,Kenneth Cope,Bill Moody,Nathan Dambuza,Christina Collingridge,Victoria Scarborough,Anthony Keirnan",1994,Captives,6.4
Betty Kaplan,"Antonio Banderas,Jennifer Connelly,Stefania Sandrelli,Diego Wallraff,Camilo Gallardo,Patricio Contreras,Jorge Rivera Lpez,Angela Ragno,Alejandro Toccalino,Alfredo Martn,Ana Leza,Carmen Renard,Cesar Parlani,Claudio Ciacci,Daniel Alvarado",1994,Of Love and Shadows,5.1
Jim Jarmusch,"Johnny Depp,Gary Farmer,Crispin Glover,Lance Henriksen,Michael Wincott,Eugene Byrd,John Hurt,Robert Mitchum,Iggy Pop,Gabriel Byrne,Jared Harris,Mili Avital,Jimmie Ray Weeks,Mark Bringelson,John North",1995,Dead Man,7.7
Jack Hill,"Robbie Lee,Joanne Nail,Monica Gayle,Asher Brauner,Chase Newhart,Marlene Clark,Kitty Bruce,Janice Karman,Don Stark,Don Marino,Helene Nelson,Bill Adler,Paul Lichtman,J.S. Johnson,Kate Murtagh",1975,Switchblade Sisters,6.7
Jean-Marie Poir,"Christian Clavier,Jean Reno,Valrie Lemercier,Marie-Anne Chazel,Christian Bujeau,Isabelle Nanty,Grard Sty,Didier Pain,Jean-Paul Muel,Arielle Smenoff,Michel Peyrelon,Pierre Vial,Franois Lalande,Didier Bnureau,Frdric Baptiste",1993,Les visiteurs,7
Jean-Paul Rappeneau,"Juliette Binoche,Olivier Martinez,Pierre Arditi,Franois Cluzet,Jean Yanne,Claudio Amendola,Isabelle Carr,Carlo Cecchi,Christiane Cohendy,Jacques Sereys,Nathalie Krebs,Laura Marinoni,Elisabeth Margoni,Yolande Moreau,Christophe Odent",1995,The Horseman on the Roof,7.1
Harold Ramis,"Michael Keaton,Andie MacDowell,Zack Duhame,Katie Schlossberg,Harris Yulin,Richard Masur,Eugene Levy,Ann Cusack,John de Lancie,Judith Kahan,Brian Doyle-Murray,Obba Babatund,Julie Bowen,Dawn Maxey,Kari Coleman",1996,Multiplicity,6
"Frieder Schlaich,Irene von Alberti","Mohammed Belfquin,Sondos Belhassen,Paul Bowles,Sam Cox,Samir Guesmi,Khaled Ksouri,Veronica Quilligan,Said Zakir",1995,Paul Bowles - Halbmond,6.9
Manuel Gmez Pereira,"Javier Bardem,Aitana Snchez-Gijn,Josep Maria Flotats,Mara Barranco,Myriam Mzires,Jordi Bosch,Tres Hanley,Alastair Mackenzie,Kiti Mnver,Fernando Guilln Cuervo,Amparo Bar,Emilio Gutirrez Caba,Asuncin Balaguer,Germn Cobos,Saturnino Garca",1995,Mouth to Mouth,6.7
Brett Thompson,"Maila Nurmi,Dolores Fuller,Paul Marco,Conrad Brooks,Loretta King,Lynn Lemon,Bela Lugosi,Bela Lugosi Jr.,Norma McCarty,Michael McCarthy,Mona McKinnon,Joseph F. Robertson,Lyle Talbot,Harry Thomas,Crawford John Thomas",1995,The Haunted World of Edward D. Wood Jr.,7.3
Andrew Fleming,"Robin Tunney,Fairuza Balk,Neve Campbell,Rachel True,Skeet Ulrich,Christine Taylor,Breckin Meyer,Nathaniel Marston,Cliff De Young,Assumpta Serna,Helen Shaver,Jeanine Jackson,Brenda Strong,Elizabeth Guber,Jennifer Greenhut",1996,The Craft,6.2
Bruce Beresford,"Sharon Stone,Rob Morrow,Randy Quaid,Peter Gallagher,Jack Thompson,Jayne Brook,Pamala Tyson,Skeet Ulrich,Don Harvey,Diane Sellers,Patricia French,Jeffrey Buckner Ford,Dave Hager,Christine Cattell,Peg Allen",1996,Last Dance,5.8
